concept_id,concept_code,concept_name,rxnorm_mapping
43133177,OMOP454727,althiazide / Spironolactone Oral Tablet [SPIRONOLACTONE ALTIZIDE PFIZER],Branded Drug Form
43199217,OMOP454737,althiazide / Spironolactone Oral Tablet [SPIRONOLACTONE ALTIZIDE SANDOZ],Branded Drug Form
43155202,OMOP454748,althiazide / Spironolactone Oral Tablet [SPIRONOLACTONE ALTIZIDE ZENTIVA],Branded Drug Form
36215128,1156536,althiazide / Spironolactone Pill,Clinical Dose Group
19107539,432663,Bendroflumethiazide 100 MG / Spironolactone 5 MG Oral Tablet,Clinical Drug
41305757,OMOP2503719,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet,Clinical Drug
41024804,OMOP2222766,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet Box of 100,Clinical Drug Box
40993814,OMOP2191776,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet Box of 1000,Clinical Drug Box
41056080,OMOP2254042,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet Box of 20,Clinical Drug Box
41181390,OMOP2379352,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet Box of 2000,Clinical Drug Box
40837954,OMOP2035916,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet Box of 250,Clinical Drug Box
40962559,OMOP2160521,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet Box of 50,Clinical Drug Box
40993815,OMOP2191777,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet Box of 500,Clinical Drug Box
40993813,OMOP2191775,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet Box of 5000,Clinical Drug Box
40974161,OMOP2172123,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Sali Aldopur],Branded Drug
41255277,OMOP2453239,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Sali Aldopur] Box of 100,Branded Drug Box
41317612,OMOP2515574,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Sali Aldopur] Box of 1000,Branded Drug Box
40911923,OMOP2109885,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Sali Aldopur] Box of 20,Branded Drug Box
41255276,OMOP2453238,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Sali Aldopur] Box of 2000,Branded Drug Box
41005538,OMOP2203500,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Sali Aldopur] Box of 250,Branded Drug Box
41099302,OMOP2297264,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Sali Aldopur] Box of 50,Branded Drug Box
40911922,OMOP2109884,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Sali Aldopur] Box of 5000,Branded Drug Box
41255275,OMOP2453237,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Spirostada],Branded Drug
40849670,OMOP2047632,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Spirostada] Box of 20,Branded Drug Box
41193232,OMOP2391194,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Spirostada] Box of 50,Branded Drug Box
40880897,OMOP2078859,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Spirostada] Box of 500,Branded Drug Box
41262293,OMOP2460255,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG Oral Tablet [Spirostada] Box of 50 by Stada,Marketed Product
41110920,OMOP2308882,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG [Sali Aldopur],Branded Drug Comp
41297787,OMOP2495749,Bendroflumethiazide 2.5 MG / Spironolactone 50 MG [Spirostada],Branded Drug Comp
19107538,432662,Bendroflumethiazide 50 MG / Spironolactone 2.5 MG Oral Tablet,Clinical Drug
40869082,OMOP2067044,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet,Clinical Drug
41024803,OMOP2222765,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet Box of 100,Clinical Drug Box
41024801,OMOP2222763,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet Box of 1000,Clinical Drug Box
40962558,OMOP2160520,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet Box of 20,Clinical Drug Box
41243737,OMOP2441699,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet Box of 2000,Clinical Drug Box
41024802,OMOP2222764,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet Box of 250,Clinical Drug Box
41274588,OMOP2472550,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet Box of 50,Clinical Drug Box
40900165,OMOP2098127,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet Box of 500,Clinical Drug Box
41212760,OMOP2410722,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet Box of 5000,Clinical Drug Box
41224246,OMOP2422208,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Sali Aldopur],Branded Drug
41005536,OMOP2203498,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Sali Aldopur] Box of 100,Branded Drug Box
41036599,OMOP2234561,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Sali Aldopur] Box of 1000,Branded Drug Box
41005537,OMOP2203499,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Sali Aldopur] Box of 20,Branded Drug Box
41099301,OMOP2297263,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Sali Aldopur] Box of 2000,Branded Drug Box
41286283,OMOP2484245,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Sali Aldopur] Box of 250,Branded Drug Box
40943183,OMOP2141145,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Sali Aldopur] Box of 50,Branded Drug Box
41099300,OMOP2297262,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Sali Aldopur] Box of 5000,Branded Drug Box
41317611,OMOP2515573,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Spirostada],Branded Drug
41193231,OMOP2391193,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Spirostada] Box of 20,Branded Drug Box
41099299,OMOP2297261,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Spirostada] Box of 50,Branded Drug Box
41224245,OMOP2422207,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Spirostada] Box of 500,Branded Drug Box
41075069,OMOP2273031,Bendroflumethiazide 5 MG / Spironolactone 100 MG Oral Tablet [Spirostada] Box of 50 by Stada,Marketed Product
40985763,OMOP2183725,Bendroflumethiazide 5 MG / Spironolactone 100 MG [Sali Aldopur],Branded Drug Comp
41048185,OMOP2246147,Bendroflumethiazide 5 MG / Spironolactone 100 MG [Spirostada],Branded Drug Comp
36217670,1151302,Bendroflumethiazide / Spironolactone Oral Product,Clinical Dose Group
40011859,451922,Bendroflumethiazide / Spironolactone Oral Tablet,Clinical Drug Form
40989122,OMOP2187084,Bendroflumethiazide / Spironolactone Oral Tablet [Sali Aldopur],Branded Drug Form
41300991,OMOP2498953,Bendroflumethiazide / Spironolactone Oral Tablet [Spirostada],Branded Drug Form
36217671,1151303,Bendroflumethiazide / Spironolactone Pill,Clinical Dose Group
41079424,OMOP2277386,buthiazide 10 MG / Spironolactone 100 MG [Aldactone],Branded Drug Comp
19103703,411480,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule,Clinical Drug
41130200,OMOP2328162,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule [Aldactone],Branded Drug
41192731,OMOP2390693,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule [Aldactone] Box of 100,Branded Drug Box
41254751,OMOP2452713,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule [Aldactone] Box of 1000,Branded Drug Box
41130199,OMOP2328161,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule [Aldactone] Box of 20,Branded Drug Box
40973666,OMOP2171628,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule [Aldactone] Box of 30,Branded Drug Box
40973665,OMOP2171627,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule [Aldactone] Box of 300,Branded Drug Box
41067348,OMOP2265310,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule [Aldactone] Box of 3000,Branded Drug Box
41036086,OMOP2234048,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule [Aldactone] Box of 50,Branded Drug Box
40823113,OMOP2021075,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule [Aldactone] Box of 500,Branded Drug Box
41036085,OMOP2234047,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule [Aldactone] Box of 600,Branded Drug Box
40931036,OMOP2128998,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule Box of 100,Clinical Drug Box
41305496,OMOP2503458,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule Box of 1000,Clinical Drug Box
40962301,OMOP2160263,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule Box of 20,Clinical Drug Box
40837719,OMOP2035681,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule Box of 30,Clinical Drug Box
41150068,OMOP2348030,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule Box of 300,Clinical Drug Box
41181136,OMOP2379098,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule Box of 3000,Clinical Drug Box
40993558,OMOP2191520,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule Box of 50,Clinical Drug Box
41024535,OMOP2222497,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule Box of 500,Clinical Drug Box
41150067,OMOP2348029,buthiazide 10 MG / Spironolactone 100 MG Oral Capsule Box of 600,Clinical Drug Box
19063475,250704,buthiazide 10 MG / Spironolactone 100 MG Oral Tablet,Clinical Drug
970287,249762,buthiazide 2.5 MG / Spironolactone 25 MG Oral Tablet,Clinical Drug
41266670,OMOP2464632,buthiazide 5 MG / Spironolactone 50 MG [Aldactone],Branded Drug Comp
19106299,427928,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet,Clinical Drug
41161571,OMOP2359533,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet [Aldactone],Branded Drug
41067349,OMOP2265311,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet [Aldactone] Box of 100,Branded Drug Box
41317115,OMOP2515077,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet [Aldactone] Box of 1000,Branded Drug Box
41067350,OMOP2265312,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet [Aldactone] Box of 20,Branded Drug Box
40880388,OMOP2078350,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet [Aldactone] Box of 30,Branded Drug Box
41036087,OMOP2234049,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet [Aldactone] Box of 300,Branded Drug Box
41161569,OMOP2359531,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet [Aldactone] Box of 3000,Branded Drug Box
41317116,OMOP2515078,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet [Aldactone] Box of 50,Branded Drug Box
41161570,OMOP2359532,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet [Aldactone] Box of 500,Branded Drug Box
40849196,OMOP2047158,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet [Aldactone] Box of 600,Branded Drug Box
40993559,OMOP2191521,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet Box of 100,Clinical Drug Box
41243480,OMOP2441442,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet Box of 1000,Clinical Drug Box
40824562,OMOP2022524,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet Box of 20,Clinical Drug Box
40962302,OMOP2160264,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet Box of 30,Clinical Drug Box
41212499,OMOP2410461,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet Box of 300,Clinical Drug Box
41181137,OMOP2379099,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet Box of 3000,Clinical Drug Box
41243482,OMOP2441444,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet Box of 50,Clinical Drug Box
41243481,OMOP2441443,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet Box of 500,Clinical Drug Box
40837720,OMOP2035682,buthiazide 5 MG / Spironolactone 50 MG Oral Tablet Box of 600,Clinical Drug Box
40093714,451927,buthiazide / Spironolactone Oral Capsule,Clinical Drug Form
41208017,OMOP2405979,buthiazide / Spironolactone Oral Capsule [Aldactone],Branded Drug Form
36219628,1164332,buthiazide / Spironolactone Oral Product,Clinical Dose Group
40093715,373947,buthiazide / Spironolactone Oral Tablet,Clinical Drug Form
41051160,OMOP2249122,buthiazide / Spironolactone Oral Tablet [Aldactone],Branded Drug Form
36222040,1164919,buthiazide / Spironolactone Pill,Clinical Dose Group
794090,1943343,Carospir Oral Liquid Product,Branded Dose Group
794091,1943344,Carospir Oral Product,Branded Dose Group
21130572,OMOP358570,Chlorothiazide 100 MG / Spironolactone 10 MG Oral Capsule,Clinical Drug
21071957,OMOP358572,Chlorothiazide 100 MG / Spironolactone 10 MG Oral Capsule Box of 1,Clinical Drug Box
21081634,OMOP358579,Chlorothiazide 10 MG/ML / Spironolactone 1 MG/ML Oral Solution,Clinical Drug
21150387,OMOP358581,Chlorothiazide 10 MG/ML / Spironolactone 1 MG/ML Oral Suspension,Clinical Drug
21081633,OMOP358560,Chlorothiazide 10 MG / Spironolactone 1 MG Injectable Solution,Clinical Drug
21052207,OMOP358564,Chlorothiazide 10 MG / Spironolactone 1 MG Injectable Solution Box of 1,Clinical Drug Box
21062046,OMOP358556,Chlorothiazide 10 MG / Spironolactone 1 MG Oral Capsule,Clinical Drug
21042445,OMOP358558,Chlorothiazide 10 MG / Spironolactone 1 MG Oral Capsule Box of 1,Clinical Drug Box
40749848,OMOP4707411,Chlorothiazide 10 MG / Spironolactone 1 MG Oral Powder,Clinical Drug
40749847,OMOP4707412,Chlorothiazide 10 MG / Spironolactone 1 MG Oral Powder Box of 1,Clinical Drug Box
21042447,OMOP358597,Chlorothiazide 150 MG / Spironolactone 16 MG Oral Capsule,Clinical Drug
21140529,OMOP358599,Chlorothiazide 150 MG / Spironolactone 16 MG Oral Capsule Box of 1,Clinical Drug Box
21101294,OMOP358588,Chlorothiazide 20 MG/ML / Spironolactone 2 MG/ML Oral Solution,Clinical Drug
21160312,OMOP358590,Chlorothiazide 20 MG/ML / Spironolactone 2 MG/ML Oral Suspension,Clinical Drug
21052208,OMOP358592,Chlorothiazide 30 MG / Spironolactone 3 MG Oral Capsule,Clinical Drug
21111144,OMOP358594,Chlorothiazide 30 MG / Spironolactone 3 MG Oral Capsule Box of 1,Clinical Drug Box
21032530,OMOP358552,Chlorothiazide 40 MG/ML / Spironolactone 4 MG/ML Oral Solution,Clinical Drug
21032531,OMOP358554,Chlorothiazide 40 MG/ML / Spironolactone 4 MG/ML Oral Suspension,Clinical Drug
21111143,OMOP358566,Chlorothiazide 40 MG / Spironolactone 4 MG Oral Capsule,Clinical Drug
21120804,OMOP358568,Chlorothiazide 40 MG / Spironolactone 4 MG Oral Capsule Box of 1,Clinical Drug Box
21120805,OMOP358583,Chlorothiazide 50 MG/ML / Spironolactone 2 MG/ML Oral Solution,Clinical Drug
21170117,OMOP358586,Chlorothiazide 50 MG/ML / Spironolactone 2 MG/ML Oral Suspension,Clinical Drug
21091400,OMOP358575,Chlorothiazide 50 MG / Spironolactone 5 MG Oral Capsule,Clinical Drug
21140528,OMOP358577,Chlorothiazide 50 MG / Spironolactone 5 MG Oral Capsule Box of 1,Clinical Drug Box
40749846,OMOP4707413,Chlorothiazide 60 MG / Spironolactone 6 MG Oral Capsule,Clinical Drug
40749845,OMOP4707414,Chlorothiazide 60 MG / Spironolactone 6 MG Oral Capsule Box of 1,Clinical Drug Box
21071955,OMOP358550,Chlorothiazide / Spironolactone Injectable Solution,Clinical Drug Form
21071954,OMOP358549,Chlorothiazide / Spironolactone Oral Capsule,Clinical Drug Form
40749849,OMOP4707410,Chlorothiazide / Spironolactone Oral Powder,Clinical Drug Form
21052206,OMOP358547,Chlorothiazide / Spironolactone Oral Solution,Clinical Drug Form
21130571,OMOP358548,Chlorothiazide / Spironolactone Oral Suspension,Clinical Drug Form
36222744,1166345,Diatensec Oral Product,Branded Dose Group
36222745,1166346,Diatensec Pill,Branded Dose Group
1309799,298869,eplerenone,Ingredient
1309835,353388,eplerenone 100 MG,Clinical Drug Comp
19121069,576109,eplerenone 100 MG [Inspra],Branded Drug Comp
1309832,351258,eplerenone 100 MG Oral Tablet,Clinical Drug
19102210,402107,eplerenone 100 MG Oral Tablet [Inspra],Branded Drug
35142003,OMOP4799123,eplerenone 100 MG Oral Tablet [Selara],Branded Drug
35161728,OMOP4818694,eplerenone 100 MG [Selara],Branded Drug Comp
1309833,353386,eplerenone 25 MG,Clinical Drug Comp
43183324,OMOP487259,eplerenone 25 MG Delayed Release Oral Tablet,Clinical Drug
41086158,OMOP2284120,eplerenone 25 MG Delayed Release Oral Tablet Box of 100,Clinical Drug Box
40948871,OMOP2146833,eplerenone 25 MG Delayed Release Oral Tablet Box of 100 by Ratiopharm,Marketed Product
40836532,OMOP2034494,eplerenone 25 MG Delayed Release Oral Tablet Box of 20,Clinical Drug Box
41148868,OMOP2346830,eplerenone 25 MG Delayed Release Oral Tablet Box of 200,Clinical Drug Box
41230181,OMOP2428143,eplerenone 25 MG Delayed Release Oral Tablet Box of 20 by Ratiopharm,Marketed Product
35762312,OMOP2763773,eplerenone 25 MG Delayed Release Oral Tablet Box of 28,Clinical Drug Box
35763576,OMOP2765037,eplerenone 25 MG Delayed Release Oral Tablet Box of 28 by A A H,Marketed Product
35751025,OMOP2752486,eplerenone 25 MG Delayed Release Oral Tablet Box of 28 by Actavis,Marketed Product
35767729,OMOP2769190,eplerenone 25 MG Delayed Release Oral Tablet Box of 28 by Alliance,Marketed Product
35742688,OMOP2744149,eplerenone 25 MG Delayed Release Oral Tablet Box of 28 by Aspire,Marketed Product
35759394,OMOP2760855,eplerenone 25 MG Delayed Release Oral Tablet Box of 28 by Creo,Marketed Product
35746894,OMOP2748355,eplerenone 25 MG Delayed Release Oral Tablet Box of 28 by DE,Marketed Product
35763577,OMOP2765038,eplerenone 25 MG Delayed Release Oral Tablet Box of 28 by Kent,Marketed Product
35751026,OMOP2752487,eplerenone 25 MG Delayed Release Oral Tablet Box of 28 by Pfizer,Marketed Product
35767728,OMOP2769189,eplerenone 25 MG Delayed Release Oral Tablet Box of 28 by TEVA,Marketed Product
35767727,OMOP2769188,eplerenone 25 MG Delayed Release Oral Tablet Box of 28 by Zentiva,Marketed Product
43139312,OMOP487260,eplerenone 25 MG Delayed Release Oral Tablet Box of 30,Clinical Drug Box
43031099,OMOP4846162,eplerenone 25 MG Delayed Release Oral Tablet Box of 30 by Accord,Marketed Product
43031109,OMOP4846172,eplerenone 25 MG Delayed Release Oral Tablet Box of 30 by Arrow,Marketed Product
43031103,OMOP4846166,eplerenone 25 MG Delayed Release Oral Tablet Box of 30 by Biogaran,Marketed Product
43031106,OMOP4846169,eplerenone 25 MG Delayed Release Oral Tablet Box of 30 by Cristers,Marketed Product
43031102,OMOP4846165,eplerenone 25 MG Delayed Release Oral Tablet Box of 30 by Eurogenerics,Marketed Product
43031105,OMOP4846168,eplerenone 25 MG Delayed Release Oral Tablet Box of 30 by KRKA,Marketed Product
43031100,OMOP4846163,eplerenone 25 MG Delayed Release Oral Tablet Box of 30 by Mylan,Marketed Product
43031107,OMOP4846170,eplerenone 25 MG Delayed Release Oral Tablet Box of 30 by Pfizer,Marketed Product
43031104,OMOP4846167,eplerenone 25 MG Delayed Release Oral Tablet Box of 30 by Sandoz,Marketed Product
43031101,OMOP4846164,eplerenone 25 MG Delayed Release Oral Tablet Box of 30 by TEVA,Marketed Product
43031098,OMOP4846161,eplerenone 25 MG Delayed Release Oral Tablet Box of 30 by Zentiva,Marketed Product
43031108,OMOP4846171,eplerenone 25 MG Delayed Release Oral Tablet Box of 30 by Zydus,Marketed Product
43194341,OMOP487261,eplerenone 25 MG Delayed Release Oral Tablet Box of 50,Clinical Drug Box
41230180,OMOP2428142,eplerenone 25 MG Delayed Release Oral Tablet Box of 50 by Ratiopharm,Marketed Product
43150250,OMOP487263,eplerenone 25 MG Delayed Release Oral Tablet Box of 90,Clinical Drug Box
43031118,OMOP4846182,eplerenone 25 MG Delayed Release Oral Tablet Box of 90 by Arrow,Marketed Product
43031062,OMOP4846177,eplerenone 25 MG Delayed Release Oral Tablet Box of 90 by Biogaran,Marketed Product
43031113,OMOP4846176,eplerenone 25 MG Delayed Release Oral Tablet Box of 90 by Eurogenerics,Marketed Product
43031115,OMOP4846179,eplerenone 25 MG Delayed Release Oral Tablet Box of 90 by KRKA,Marketed Product
43031111,OMOP4846174,eplerenone 25 MG Delayed Release Oral Tablet Box of 90 by Mylan,Marketed Product
43031116,OMOP4846180,eplerenone 25 MG Delayed Release Oral Tablet Box of 90 by Pfizer,Marketed Product
43031114,OMOP4846178,eplerenone 25 MG Delayed Release Oral Tablet Box of 90 by Sandoz,Marketed Product
43031112,OMOP4846175,eplerenone 25 MG Delayed Release Oral Tablet Box of 90 by TEVA,Marketed Product
43031110,OMOP4846173,eplerenone 25 MG Delayed Release Oral Tablet Box of 90 by Zentiva,Marketed Product
43031117,OMOP4846181,eplerenone 25 MG Delayed Release Oral Tablet Box of 90 by Zydus,Marketed Product
35751027,OMOP2752488,eplerenone 25 MG Delayed Release Oral Tablet by A A H,Marketed Product
35755276,OMOP2756737,eplerenone 25 MG Delayed Release Oral Tablet by Actavis,Marketed Product
35767730,OMOP2769191,eplerenone 25 MG Delayed Release Oral Tablet by Alliance,Marketed Product
35746896,OMOP2748357,eplerenone 25 MG Delayed Release Oral Tablet by Aspire,Marketed Product
35746895,OMOP2748356,eplerenone 25 MG Delayed Release Oral Tablet by Creo,Marketed Product
35763578,OMOP2765039,eplerenone 25 MG Delayed Release Oral Tablet by DE,Marketed Product
